JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,31079,39792,"0","0","1",
1,41338,70539,"0","1","0",
2,79219,81721,"0","0","1",
3,87133,89021,"0","0","1",
4,96700,110101,"0","1","0",
5,117412,121793,"0","0","1",
6,158839,161471,"0","0","1",
7,173894,178917,"1","0","0",
8,180310,181521,"0","0","1",
9,190879,201029,"0","1","0",
10,201029,210142,"0","1","0",
