JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,45240,56643,"0","1","0",
1,56745,68279,"0","1","0",
2,68636,76229,"0","1","0",
3,81005,108931,"1","0","0",
4,109636,124570,"1","0","0",
5,125177,135629,"1","0","0",
6,153096,156750,"0","0","1",
7,158771,163679,"0","0","1",
8,166704,169677,"0","0","1",
9,181840,191328,"1","0","0",
10,204587,220536,"0","1","0",
