JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,60604,92557,"0","1","0",
1,97848,100881,"1","0","0",
2,100919,110174,"0","1","0",
3,115384,134397,"0","1","0",
4,135053,139819,"0","1","0",
5,140336,143094,"0","0","1",
6,143179,152436,"1","0","0",
7,159537,168738,"0","0","1",
8,175867,180743,"1","0","0",
9,184058,216211,"1","0","0",
10,219075,224559,"0","0","1",
11,231135,234141,"0","0","1",
