JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,58466,67902,"1","0","0",
1,68561,73303,"1","0","0",
2,73367,80894,"0","1","0",
3,80938,88183,"0","1","0",
4,88249,95047,"0","1","0",
5,95047,110294,"0","1","0",
6,110294,116926,"1","0","0",
7,118539,145780,"0","1","0",
8,145806,149046,"0","1","0",
9,184403,196327,"0","1","0",
10,196928,202788,"0","1","0",
