JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,6204,13018,"1","0","0",
1,25978,40973,"1","0","0",
2,44566,50307,"0","0","1",
3,55239,58028,"0","0","1",
4,58028,60509,"0","0","1",
5,63974,83714,"0","0","1",
6,87992,107614,"1","0","0",
7,135087,138454,"0","0","1",
8,144416,149934,"0","0","1",
9,150579,158952,"1","0","0",
