JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,18569,29584,"0","1","0",
1,29924,49106,"1","0","0",
2,56395,82473,"1","0","0",
3,86702,99363,"1","0","0",
4,102505,104207,"0","0","1",
5,110099,125168,"1","0","0",
6,133170,155138,"1","0","0",
7,156090,160689,"1","0","0",
8,161006,166643,"1","0","0",
9,168036,184712,"0","1","0",
