JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,37556,42595,"0","1","0",
1,46972,58360,"0","1","0",
2,58714,67982,"0","1","0",
3,69569,73486,"0","0","1",
4,73616,82874,"0","1","0",
5,93537,100977,"0","1","0",
6,109480,116921,"0","0","1",
7,128258,134282,"0","0","1",
8,136762,152351,"0","1","0",
9,152706,175736,"1","0","0",
10,175854,207623,"1","0","0",
