JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,81167,89393,"1","0","0",
1,95498,100064,"0","0","1",
2,110717,112699,"0","0","1",
3,128048,131679,"1","0","0",
4,185990,191066,"1","0","0",
