JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,46829,62310,"1","0","0",
1,72443,79726,"0","1","0",
2,87466,90950,"1","0","0",
3,96368,110688,"1","0","0",
4,114644,126555,"1","0","0",
5,127716,138940,"1","0","0",
6,139327,161000,"0","1","0",
7,170676,176481,"0","0","1",
8,176868,190027,"0","1","0",
