JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,60452,73423,"1","0","0",
1,74640,82361,"1","0","0",
2,87107,90070,"0","0","1",
3,103458,113070,"1","0","0",
4,127396,134637,"0","0","1",
5,140152,143798,"0","0","1",
6,145310,152466,"0","1","0",
7,171941,175998,"1","0","0",
8,185294,186175,"0","0","1",
9,210772,212970,"0","0","1",
10,215761,232617,"1","0","0",
