JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,28214,59453,"0","1","0",
1,60236,81407,"0","1","0",
2,87209,92780,"0","0","1",
3,94215,102591,"0","1","0",
4,103188,106132,"0","0","1",
5,149544,166016,"1","0","0",
6,167471,172149,"0","1","0",
7,181543,189511,"1","0","0",
8,195762,203417,"0","0","1",
9,206531,207739,"0","0","1",
