JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,57962,69103,"1","0","0",
1,69103,73626,"0","0","1",
2,79510,88794,"0","0","1",
3,97827,99418,"0","0","1",
4,176943,186208,"1","0","0",
5,213137,217979,"1","0","0",
