JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,28748,59397,"1","0","0",
1,59533,61151,"0","0","1",
2,80142,120035,"0","1","0",
3,121484,132345,"1","0","0",
4,141724,153216,"1","0","0",
5,154232,168707,"0","1","0",
6,184381,199362,"0","1","0",
