JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,25742,41019,"0","1","0",
1,41019,44725,"1","0","0",
2,45811,57355,"0","1","0",
3,76158,77547,"0","0","1",
4,98770,115406,"0","1","0",
5,164080,172691,"1","0","0",
6,179143,184199,"0","0","1",
7,189427,193962,"1","0","0",
