JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,48024,59094,"1","0","0",
1,63893,85713,"0","1","0",
2,88404,101489,"0","1","0",
3,102455,114079,"0","1","0",
4,126538,136274,"0","1","0",
5,137077,146571,"1","0","0",
6,150580,153589,"0","0","1",
7,164268,166254,"0","0","1",
8,170959,175947,"1","0","0",
9,192046,194556,"0","0","1",
10,197753,205077,"0","0","1",
