JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,47571,64630,"0","1","0",
1,71420,85393,"0","1","0",
2,87720,89611,"0","0","1",
3,90449,91446,"0","0","1",
4,95529,109373,"0","1","0",
5,109505,112432,"0","0","1",
6,112432,115767,"0","1","0",
7,118557,122275,"0","0","1",
8,127332,137460,"0","1","0",
9,166737,171708,"1","0","0",
10,172095,198322,"0","1","0",
11,203557,214539,"0","1","0",
12,214539,217508,"0","0","1",
