JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,38245,107046,"0","1","0",
1,107161,110103,"0","0","1",
2,110103,111216,"0","0","1",
3,113328,115113,"0","0","1",
4,115854,117340,"0","0","1",
5,118899,129076,"0","1","0",
6,131407,151090,"0","1","0",
7,167471,191602,"0","1","0",
8,192564,196903,"0","1","0",
9,199175,205529,"0","1","0",
10,205613,216895,"0","1","0",
