JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,23024,24870,"0","0","1",
1,35529,44056,"1","0","0",
2,48710,51597,"0","1","0",
3,52148,55780,"1","0","0",
4,56803,57918,"0","0","1",
5,74610,79473,"0","0","1",
6,94635,108835,"0","1","0",
7,108835,115495,"1","0","0",
8,122994,127920,"1","0","0",
9,133943,170436,"0","1","0",
10,189591,197621,"1","0","0",
