JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,64091,67611,"1","0","0",
1,68783,82924,"0","1","0",
2,93073,99333,"0","1","0",
3,99744,105732,"1","0","0",
4,106154,108153,"0","0","1",
5,113199,120355,"0","1","0",
6,121359,125999,"0","1","0",
7,135420,143070,"0","1","0",
8,153403,167374,"0","1","0",
9,184927,188107,"0","1","0",
10,197526,202894,"1","0","0",
11,234601,237412,"0","1","0",
