JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,48741,50193,"0","0","1",
1,50193,53780,"0","0","1",
2,65370,78444,"0","1","0",
3,96312,103201,"1","0","0",
4,105857,118125,"1","0","0",
5,138669,146513,"1","0","0",
6,150513,157564,"0","0","1",
7,163512,164854,"0","0","1",
8,164854,169372,"1","0","0",
9,170895,177399,"0","0","1",
10,185393,188072,"0","0","1",
11,189340,196967,"0","0","1",
12,209865,213679,"0","0","1",
