JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,36609,41401,"1","0","0",
1,42010,45305,"1","0","0",
2,45503,49069,"0","0","1",
3,52992,59443,"0","0","1",
4,61541,68478,"1","0","0",
5,68478,71421,"1","0","0",
6,83920,88206,"0","0","1",
7,109277,114186,"0","0","1",
8,118573,129797,"0","1","0",
9,133526,139121,"1","0","0",
10,151802,171940,"0","1","0",
11,172809,176464,"1","0","0",
12,199917,205138,"1","0","0",
