JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,25989,31100,"0","0","1",
1,34060,45557,"1","0","0",
2,48965,54830,"1","0","0",
3,55101,56437,"0","0","1",
4,56926,67222,"0","0","1",
5,73504,76554,"1","0","0",
6,91861,101316,"0","0","1",
7,101567,106950,"1","0","0",
8,117313,129816,"1","0","0",
9,129871,131082,"0","0","1",
10,139900,146620,"0","0","1",
11,155455,157701,"0","0","1",
12,176122,178634,"0","0","1",
