JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,39105,43777,"1","0","0",
1,45469,52392,"0","1","0",
2,56749,60083,"0","1","0",
3,68115,69861,"0","0","1",
4,77140,97038,"0","1","0",
5,97476,104482,"0","0","1",
6,110699,121052,"0","0","1",
7,129258,135200,"1","0","0",
8,141327,152148,"0","0","1",
9,153917,156678,"1","0","0",
10,157066,162794,"0","0","1",
11,193404,202614,"0","1","0",
