JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,29891,36390,"1","0","0",
1,50591,55745,"0","0","1",
2,58441,62554,"0","0","1",
3,63046,69643,"0","0","1",
4,72260,73592,"0","0","1",
5,92268,114271,"1","0","0",
6,118163,129478,"1","0","0",
7,140316,147945,"1","0","0",
8,151598,155062,"1","0","0",
9,159829,169541,"1","0","0",
10,173697,178232,"0","0","1",
11,180092,186103,"0","0","1",
12,193162,199012,"0","0","1",
