JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,80162,90022,"0","1","0",
1,93044,98869,"0","0","1",
2,103583,104447,"0","0","1",
3,112080,114987,"0","0","1",
4,120406,128077,"0","1","0",
5,129680,136381,"0","1","0",
6,138113,150240,"0","0","1",
7,157922,175543,"0","1","0",
8,177695,184175,"1","0","0",
9,185009,190092,"0","1","0",
10,225346,228414,"1","0","0",
