JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,10050,15759,"1","0","0",
1,19697,30863,"0","1","0",
2,35111,49773,"1","0","0",
3,56836,70281,"0","1","0",
4,74717,80410,"1","0","0",
5,81078,99669,"1","0","0",
6,103369,122872,"0","1","0",
7,128855,155498,"0","1","0",
8,171117,179579,"1","0","0",
9,182743,183904,"0","0","1",
10,185192,190495,"0","0","1",
