JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,32591,48739,"1","0","0",
1,48739,55808,"1","0","0",
2,57915,65790,"1","0","0",
3,67846,70724,"1","0","0",
4,72428,77458,"1","0","0",
5,82635,93476,"0","0","1",
6,97861,128930,"1","0","0",
7,129524,131143,"0","0","1",
8,141448,148634,"1","0","0",
9,170272,190790,"1","0","0",
10,190790,195896,"1","0","0",
11,195993,200879,"1","0","0",
12,201996,205283,"1","0","0",
