JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,28904,34324,"1","0","0",
1,56490,71551,"1","0","0",
2,75513,84545,"1","0","0",
3,91049,100011,"0","1","0",
4,131515,138740,"1","0","0",
5,139982,144160,"1","0","0",
