JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,34476,39563,"0","0","1",
1,46862,51803,"0","0","1",
2,63667,65620,"0","0","1",
3,93705,101458,"1","0","0",
4,114906,127077,"0","0","1",
5,141557,152802,"1","0","0",
6,158416,163748,"1","0","0",
7,174303,176658,"0","0","1",
8,181361,185423,"0","0","1",
