JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,50048,54425,"0","0","1",
1,54426,57149,"0","0","1",
2,64183,69418,"1","0","0",
3,77119,80264,"0","0","1",
4,102119,123832,"0","1","0",
5,123939,125860,"0","0","1",
6,125860,143594,"0","1","0",
7,149367,162019,"0","1","0",
8,164863,172425,"0","1","0",
9,173299,182972,"0","0","1",
10,195540,210044,"1","0","0",
11,213928,222340,"0","1","0",
