JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,17245,20003,"0","0","1",
1,20003,21150,"0","0","1",
2,21475,29610,"0","1","0",
3,30586,31562,"0","0","1",
4,31562,33119,"0","0","1",
5,41974,56291,"0","1","0",
6,87281,105424,"0","1","0",
7,105424,109344,"0","0","1",
8,110630,123971,"0","1","0",
9,130153,135789,"1","0","0",
10,146841,194904,"0","1","0",
