JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,13738,19769,"0","1","0",
1,25533,30080,"1","0","0",
2,30080,32501,"0","0","1",
3,33954,40780,"1","0","0",
4,62992,69622,"1","0","0",
5,77400,93818,"0","1","0",
6,146318,190062,"0","1","0",
