JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,78586,86714,"1","0","0",
1,87239,94684,"1","0","0",
2,94988,98329,"0","0","1",
3,114359,122987,"0","0","1",
4,128278,131740,"0","0","1",
5,137495,245055,"0","1","0",
