JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,53312,61640,"0","1","0",
1,64813,76733,"1","0","0",
2,108255,128579,"1","0","0",
3,128750,148073,"0","0","1",
4,149970,163871,"1","0","0",
5,168812,175386,"0","0","1",
6,194113,199090,"0","0","1",
7,201579,204450,"0","0","1",
8,217446,228922,"1","0","0",
9,231857,233931,"0","0","1",
