JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,18177,19161,"0","0","1",
1,19161,21543,"0","0","1",
2,26106,29574,"0","0","1",
3,30106,31414,"0","0","1",
4,31414,33458,"0","0","1",
5,41050,51893,"0","0","1",
6,51893,56156,"0","0","1",
7,88303,104793,"0","0","1",
8,104793,108879,"0","0","1",
9,108879,124049,"1","0","0",
10,129186,135203,"1","0","0",
11,146382,163734,"1","0","0",
12,167391,194855,"1","0","0",
