JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,18134,58838,"1","0","0",
1,79754,109531,"0","1","0",
2,119699,132093,"1","0","0",
3,154768,164097,"0","1","0",
4,164384,168403,"0","0","1",
5,183676,197934,"0","1","0",
