JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,53827,60200,"0","1","0",
1,83577,90325,"0","0","1",
2,107902,128868,"1","0","0",
3,128868,147634,"0","0","1",
4,150395,163093,"1","0","0",
5,169632,172606,"0","0","1",
6,184821,192723,"0","0","1",
7,194570,216760,"0","1","0",
8,216791,221195,"1","0","0",
9,222630,235090,"1","0","0",
