JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,61716,73339,"1","0","0",
1,74329,81708,"1","0","0",
2,86926,89654,"0","0","1",
3,102777,112696,"1","0","0",
4,129486,134377,"0","0","1",
5,140282,143614,"0","0","1",
6,144916,170148,"0","1","0",
7,171552,175609,"1","0","0",
8,180788,194086,"1","0","0",
9,210741,212999,"0","0","1",
10,216620,240794,"1","0","0",
