JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,49069,53469,"0","0","1",
1,53469,59078,"0","0","1",
2,61027,64079,"0","0","1",
3,64079,69906,"0","1","0",
4,75678,82037,"0","0","1",
5,101204,123924,"0","1","0",
6,127807,143569,"0","1","0",
7,145545,161706,"0","1","0",
8,163847,172276,"0","1","0",
9,172913,179267,"1","0","0",
10,182041,209617,"1","0","0",
11,210733,227563,"0","1","0",
