JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,0,12349,"1","0","0",
1,12349,16149,"1","0","0",
2,23072,36570,"1","0","0",
3,37624,41517,"1","0","0",
4,44156,48368,"0","0","1",
5,56185,58197,"0","0","1",
6,58197,60118,"0","0","1",
7,66141,75685,"0","0","1",
8,86281,109343,"1","0","0",
9,115140,124965,"0","0","1",
10,134380,141167,"0","0","1",
11,143799,148200,"0","0","1",
12,150659,155463,"1","0","0",
